Aech_gene_100	0.06588
Aech_gene_10002	0.07041
Aech_gene_10003	0.03779
Aech_gene_10004	0.23590
Aech_gene_10005	0.11970
Aech_gene_1001	0.09478
Aech_gene_1002	0.19683
Aech_gene_10021	0.16572
Aech_gene_10023	0.28153
Aech_gene_10025	0.09186
Aech_gene_1003	0.20470
Aech_gene_10033	0.12140
Aech_gene_10036	0.34751
Aech_gene_10048	0.05301
Aech_gene_10049	0.20601
Aech_gene_1005	0.08616
Aech_gene_10053	0.04614
Aech_gene_10054	0.08696
Aech_gene_10056	0.29642
Aech_gene_10057	0.26428
Aech_gene_10058	0.08091
Aech_gene_10059	0.26910
Aech_gene_1006	0.14422
Aech_gene_10062	0.12833
Aech_gene_1007	0.17279
Aech_gene_10070	0.38170
Aech_gene_10071	0.24440
Aech_gene_10074	0.25920
Aech_gene_10075	0.47615
Aech_gene_10076	0.19065
Aech_gene_10077	0.23827
Aech_gene_10078	0.13617
Aech_gene_10079	0.20375
Aech_gene_1008	0.13836
Aech_gene_10080	0.03112
Aech_gene_10081	0.09309
Aech_gene_10083	0.09846
Aech_gene_10087	0.22425
Aech_gene_10088	0.05495
Aech_gene_10089	0.03279
Aech_gene_10090	0.11909
Aech_gene_10091	0.36294
Aech_gene_10092	0.05923
Aech_gene_10093	0.17863
Aech_gene_10094	0.11617
Aech_gene_10095	0.12284
Aech_gene_10096	0.18592
Aech_gene_10097	0.12772
Aech_gene_10099	0.08581
Aech_gene_1010	0.21428
Aech_gene_10100	0.71714
Aech_gene_10102	0.11708
Aech_gene_10104	0.06336
Aech_gene_10106	0.14714
Aech_gene_10107	0.00280
Aech_gene_10108	0.09547
Aech_gene_10109	0.20726
Aech_gene_1011	0.05517
Aech_gene_10110	0.26683
Aech_gene_10112	0.03325
Aech_gene_10113	0.08116
Aech_gene_10114	0.07807
Aech_gene_10115	0.05834
Aech_gene_10116	0.24000
Aech_gene_10117	0.04132
Aech_gene_10118	0.11249
Aech_gene_10119	0.24201
Aech_gene_10120	0.16677
Aech_gene_10121	0.09171
Aech_gene_10122	0.20567
Aech_gene_10123	0.10142
Aech_gene_10124	0.20378
Aech_gene_10125	0.24265
Aech_gene_10126	0.40632
Aech_gene_1013	0.14094
Aech_gene_10130	0.01028
Aech_gene_10131	0.14164
Aech_gene_10133	0.07433
Aech_gene_10134	0.07070
Aech_gene_10135	0.03834
Aech_gene_10138	0.05552
Aech_gene_10139	0.12072
Aech_gene_1014	0.08341
Aech_gene_10142	0.15517
Aech_gene_10143	0.17790
Aech_gene_10145	0.05842
Aech_gene_10146	0.16719
Aech_gene_10147	0.18140
Aech_gene_10149	0.09579
Aech_gene_1015	0.17937
Aech_gene_10150	0.12880
Aech_gene_10152	0.32826
Aech_gene_10153	0.15613
Aech_gene_10154	0.26254
Aech_gene_1017	0.12663
Aech_gene_10180	0.16367
Aech_gene_10181	0.02642
Aech_gene_10182	0.43176
Aech_gene_10184	0.50949
Aech_gene_1019	0.14922
Aech_gene_10190	0.04629
Aech_gene_10191	0.06829
Aech_gene_10192	0.14234
Aech_gene_10195	0.47673
Aech_gene_10196	0.12478
Aech_gene_10198	0.00322
Aech_gene_102	0.20493
Aech_gene_1020	0.19142
Aech_gene_10200	0.01613
Aech_gene_10201	0.06716
Aech_gene_10203	0.08067
Aech_gene_10204	0.29775
Aech_gene_10205	0.05052
Aech_gene_10206	0.09466
Aech_gene_10207	0.02027
Aech_gene_10208	0.07651
Aech_gene_1021	0.18099
Aech_gene_10211	0.14503
Aech_gene_10212	0.23411
Aech_gene_10213	0.05158
Aech_gene_10214	0.03808
Aech_gene_10215	0.04977
Aech_gene_10216	0.05155
Aech_gene_10217	0.01272
Aech_gene_10218	0.02606
Aech_gene_10219	0.09467
Aech_gene_10220	0.30335
Aech_gene_10221	0.46762
Aech_gene_10222	0.13923
Aech_gene_10226	0.32434
Aech_gene_10227	0.03956
Aech_gene_10230	0.11691
Aech_gene_10231	0.24898
Aech_gene_10232	0.03026
Aech_gene_10233	0.11784
Aech_gene_10234	0.14146
Aech_gene_10236	0.07624
Aech_gene_1024	0.10867
Aech_gene_10242	0.06670
Aech_gene_10243	0.04959
Aech_gene_10244	0.17484
Aech_gene_10245	0.11978
Aech_gene_10246	0.00162
Aech_gene_10247	0.21406
Aech_gene_10249	0.19662
Aech_gene_10250	0.20543
Aech_gene_10253	0.03870
Aech_gene_10254	0.07438
